title,company,location,desc_raw,desc_visa,sponsor
Data Analyst,Two Sigma,"Houston, TX","Two Sigma is a different kind of investment manager. Since 2001, we have used data science and technology to derive insights that forecast the future and discover value in markets worldwide. Our team of scientists, technologists and academics looks beyond traditional finance to understand the bigger picture and develop creative solutions to some of the world’s most difficult economic problems. Our work spans markets and industries, from insurance and securities to private investments and new ventures.We are seeking a talented data specialist to join our highly motivated and innovative Data Engineering team, your efforts will be critical to the success of Two Sigma’s global trading businesses.You Will Take On The Following Responsibilities Curate massive amounts of data for thousands of different tradable instruments, including stocks, bonds, futures, contracts, commodities, and more;  Perform manual steps and develop programs and processes to ensure the completeness and integrity of financial reference datasets;  Collaborate with team members to design and develop reliable data pipelines that produce high quality datasets;  Help drive continuous improvements to data quality procedures and a consistent approach to how data quality is measured, monitored and reported;  Create systematic and automated processes and tools that allow the team to scale and rapidly onboard new datasets;  Be part of a team to support the data used by production trading algorithms. You Should Possess The Following Qualifications 3+ years professional experience in an environment that prioritized data quality  A bachelor’s degree with a strong academic record, which includes university coursework in programming and computing systems  An understanding of the software development process and exposure to hands-on coding in a professional environment  While financial industry experience is a plus, we are open-minded in our search for critical thinkers who are passionate about technology and data.  Experience with Python (and/or Java)  Experience with SQL and working with a relational database system, such as Microsoft SQL Server.  Proven problem-solving and analytical abilities including pattern detection, root cause analysis, and issue resolution  An understanding of how to design and develop effective data quality tests and measures  Relevant experience in data operations, with proven process improvement skills You Will Enjoy The Following Benefits Core Benefits: Fully paid medical and dental insurance premiums for employees and dependents, competitive 401k match, employer-paid life & disability insurance  Perks: Onsite gyms with laundry service, wellness activities, casual dress, snacks, game rooms  Learning: Tuition reimbursement, conference and training sponsorship  Time Off: Generous vacation and unlimited sick days, competitive paid caregiver leaves We are proud to be an equal opportunity workplace. We do not discriminate based upon race, religion, color, national origin, sex, sexual orientation, gender identity/expression, age, status as a protected veteran, status as an individual with a disability, or any other applicable legally protected characteristics.",proven problem solving analytical abilities including pattern detection root cause analysis issue resolution understanding design develop effective data quality tests measures relevant experience data operations proven process improvement skills enjoy following benefits core benefits fully paid medical dental insurance premiums employees dependents competitive 401k match employer paid life  disability insurance perks onsite gyms laundry service wellness activities casual dress snacks game rooms learning tuition reimbursement conference training sponsorship time off generous vacation unlimited sick days competitive paid caregiver leaves proud equal opportunity workplace not discriminate based upon race religion color national origin sex sexual orientation gender identity expression age status protected veteran status individual disability applicable legally protected characteristics,Unknown
Healthcare Data Analyst,APD Consultants,"Stoneham, MA","The ideal candidate will use their passion for healthcare data and analytics to provide insights to the business covering a range of topics. They will be responsible for conducting both recurring and ad hoc analysis for applied behavioral analytic practices.  ResponsibilitiesUnderstand the day-to-day issues that our business faces, which can be better understood with dataCompile and analyze data related to Discrete TrialsDevelop clear visualizations to convey complicated data in a straightforward fashionQualificationsBachelor's or Master's degree in Statistics, Life Sciences, Healthcare, or equivalent experience1 - 2 years' Data Analysis experienceProficient in ExcelSAS or R preferred",check company stance,Unknown
Data Scientist,Seismic,"San Diego, CA","DescriptionAbout Seismic Data Team:At Seismic, we’ve built and are continuing to improve the leading enterprise sales enablement platform to ensure that our clients globally distributed sales and partner teams have access to the right sales content at the right time.We believe that the best way to delight our customers, both internal and external, is to make data-informed product decisions by digging deep into all of our business intelligence.About The JobSeismic is on the lookout for experienced, creative, and dynamic Data Science talent to join and make a massive impact on our product and operations. In this role, you will collaborate with your team and Executive Engineering/Data leadership to sleuth through our proprietary data to help our teams and customers make better decisions. Make a Seismic-Shift and join our team!Who You AreAn experienced Data Scientist with a passion for digging deep and finding trends that others may missYou can release high-quality, production-ready products. This requires rapid iterations, robust debate, and technical skills. The better you are at writing code, the more efficiently we can release a product that's used daily to make critical decisions.Seen as an active contributor in the team problem-solving-process – you aren’t afraid to share your opinions in a low-ego mannerYou enjoy solving challenging problems, all while having a blast with equally passionate and talented team membersYou are comfortable and enjoy working with data. This requires a high level of mathematical and statistical literacy and an intense interest in applying quantitative analysis to real-world problemsYou can extract meaning from data. Our product lives and dies based on the accuracy of our data-driven adviceYou are intellectually honest, not fooled by randomness, and obsessive about detailsYou are well versed in techniques such as statistical analysis, exploratory analysis, and predictive analysis What You Will Be DoingRapidly design and implement machine learning and data products that our enterprise customers and internal teams will use to make informed data-backed decisionsDesign and implement the data and analytics products that are leveraged by our enterprise customersProvide data insights back to the organization in an accessible and end-user friendly mannerCollaborate with software engineers, data engineers, and fellow scientists to create the best solutions for our customers internally and externallyWork closely with stakeholders and contribute your suggestions to build optimal solutions Implement algorithms with modern software development and delivery techniques Remain up-to-date with the latest trends in data science and bring that knowledge to life in our products and analysisBe flexible to handle other duties as assignedWhat You Bring To The TeamBachelor's degree in Computer or Data Science, Applied Mathematics, similar technical field of study, or equivalent practical experienceMinimum of 5 years of experience as a Data Scientist, Data Engineer, or Machine Learning Engineer3-5 years of experience with Python and SQL as it pertains to Data Analytics / Data MiningDeep familiarity with BI/Data tools such as Tableau, Spark, Snowflake, etc.Familiarity with Kubernetes, C#, Docker, Apache Kafka a plus!Strong background in Machine Learning a must. Focus on recommendation systems, natural language processing (NLP), Bayesian estimation, or reinforcement learning would be nice.What We Have For You Generous PTO, paid holidays, and paid sick leave  Competitive Medical, Dental and Vision Plans  Robust 401(k) fund options with company matching  Equity within Seismic in the form of stock options Catered meals, healthy snacks and coffee barsSeismic Cares volunteer program#OneSeismic culture that celebrates wins, encourages autonomy, ownership, and transparencyAbout SeismicSeismic, ranked as one of the best places to work by Inc. Magazine, is a rapidly growing Forbes Cloud 100 company and is emerging as the recognized category leader in sales enablement. Seismic unites marketing and sales teams in delivering the most compelling stories throughout a buyers’ journey. More than 600 customers rely on the world’s most powerful storytelling platform to connect the right buyer, with the right content, at the right time, every time. Seismic customers such as T. Rowe Price, IBM, American Express, PayPal, Rockwell Automation, and Quest Diagnostics are achieving higher win rates, larger deal sizes, and improved customer retention rates with our solution. Seismic recently achieved a billion-dollar valuation and was named to the 2019 Forbes Cloud 100.Headquartered in San Diego and with more than 800 employees across the globe, Seismic is privately held and backed by investment firms General Atlantic, JMI Equity, Jackson Square Ventures, Lightspeed Venture Partners, and T. Rowe Price. Seismic also recently expanded its team and product portfolio with the acquisition of Percolate. Our board of directors is composed of several industry luminaries, including John Thompson, chairman of the board of directors for Microsoft.Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.",check company stance,Unknown
"Data Analyst - Environmental, Social, and Governance",Bloomberg LP,"Princeton, NJ","At Bloomberg, our products are fueled by powerful information. We combine data and context to paint the whole picture for our clients, around the clock – from around the world. In Global Data, we are responsible for delivering this data, news and analytics through innovative technology - quickly and accurately.Climate change, regulatory pressures, the importance of human capital and diversity are just a few critical factors global investors consider to best identify risks and opportunities. Environmental, Social, and Governance (ESG) data is crucial for our clients – providing deeper intelligence than conventional financial analysis.As a team, we are responsible for enhancing and reporting Environmental, Social and Governance related content for the Bloomberg Terminal, plus reported on and normalized metrics, key analytical ratios, industry-specific metrics and proprietary scores. We display ESG and Fundamental data together, backed by news for context. More than 320,000 business leaders rely on the real time financial information available on the Bloomberg Professional Service, and your passion and expertise for sustainable investing will have tremendous impact on our growing product offering.The Role:You will leverage your demonstrated technical expertise, knowledge of the financial markets, and understanding of client's needs to enhance our data products and generating premium content. You will work across data teams and departments to optimize workflows to increase automation and improve internal operations ensuring quality and timely data. As a technical leader in the organization, you will be trusted to deploy code to production, ensure best practices are adhered to, and mentor others.We'll trust you to:Combine subject-matter-expertise and technical skills to research new data sets to expand coverage and generate premium contentDesign statistical methods to perform quality control of our productsAnalyze internal processes to identify opportunities for improvement, as well as devise and implement new innovative workflow solutions to improve the time to market/quality/create efficiency in your datasetBuild database schema and maintain workflow configurations for critical functions such as acquisition, worklist management, and quality controlContribute to the creation of best practices and guidelines for governanceUtilize data visualization skills to report on results of on-going operations and projects, as requiredCollaborate extensively with internal stakeholders (primarily Core Product, Technical Operations, Engineering, and Sales)Engage with internal and external users to resolve inquiries in a timely mannerProvide mentorship to data analysts on teamYou'll need to have:A bachelor's degree, preferably with combined studies in Information Systems and Finance or related business and, STEM fieldsEstablished presence in virtual development communities such as GitHub, Stack Overflow, and HackerRankProven ability to use technology to innovative data products and processesApplied proficiency with one or more programming/scripting languages (e.g. Python, R, JavaScript, Java) as well as SQLExperience using statistical and machine learning methods to solve real-world problemsExperience using data visualization tools such as Tableau or QlikSenseExcellent written and verbal communication skills, especially when explaining technical processes and solutions to business stakeholders and managementStrong attention to detail and high degree of demonstrated decision-making and problem solving skillsAbility to work independently as well as in a team environmentAbility to influence others and lead changeApplied proficiency with software engineering best practicesExperience training and mentoring othersLegal authorization to work full-time in the United States and will not require visa sponsorship now or in the futureWe'd love to see:An advanced degree in Business, Computer Science or EngineeringExperience working in an Agile development teamProject management skills and/or experience, CAPM, PMP and/or CSM preferredDoes this sound like you?Apply if you think we're a good match. We will be in touch to let you know what the next steps are.We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",python r javascript java well sql experience using statistical machine learning methods solve real world problems experience using data visualization tools tableau ql ik sense excellent written verbal communication skills especially explaining technical processes solutions business stakeholders management strong attention detail high degree demonstrated decision making problem solving skills ability work independently well team environment ability influence others lead change applied proficiency software engineering best practices experience training mentoring others legal authorization work full time united states not require visa sponsorship future wed love seean advanced degree business computer science engineering experience working agile development team project management skills andor experience capm pmp andor csm preferred sound like apply think were good match,Unknown
Data Analyst,VelvetJobs,"Agoura Hills, CA","Data Analyst Job DescriptionAt Visual Concepts, we believe great games are made by diverse and empowered teams with a shared passion for play. As one of the worlds top game development studios, we have shipped over 100 multi-sku titles to critical acclaim and commercial success. Our teams are independent and entrepreneurial. Our studios in Agoura Hills, Novato, Orange County, Budapest, Shanghai, and Seoul are committed to artistry and technical innovation, offering top candidates the opportunity to learn and grow with some of the smartest and most creative minds in the industry.Do you love creating systems that crunch and structure data to build piercing insights? Do you take pride when you see those insights used for good, to make better game experiences and happier players? Do you want to see your work maximize the impact of continued live updates throughout the life cycle of a product? If so, we want to talk to you!We are looking to hire an experienced Data Analyst to work with our designers, engineers, and producers to transform player behavior data into actionable insights, improving our overall player gameplay experience. Our games are enjoyed by millions of players so you will have a rich dataset to play with and a direct path to drive and implement meaningful changes.What You'll DoCreate statistical models that can predict and analyze player behavior, optimize engagement, and inform post-launch feature creationUsing created statistical models and analyses, interpret the underlying story to make recommendations, and answer business and game design questionsWork closely with development teams to provide insights into game quality, difficulty, and funEstablish and distribute regular performance reports based on telemetry and advanced modelsCollaborate with other departments to determine project needs and analytics requirementsMaintain data integrity and resolve issues found with incorrect or incomplete datasetsRequirementsMinimum of 2 years of experience in data mining and analytics, building models with large, complex and multi-dimensional data setsExpert in relational databases and SQL data carpentryExperience with strengths and weaknesses of different modeling approachesExpert communication, facilitation, and collaboration skills to effectively present, explain, influence, and advise within cross-functional teamsPreferred QualificationsVideo games industry experience and/or gaming familiarityWWE knowledge and familiarityBasic programming experience with C++ in large code basesExperience with JIRA, DeltaDNA, Perforce, and ConfluenceExperience with predictive modeling techniques and accomplished in use of R or Python machine learning and related modulesExperience with big data technologies such as Spark and columnar databases like Vertica",check company stance,Unknown
Data Visualization Analyst,Delta Defense LLC,"West Bend, WI","Position Summary: The Data Visualization Analyst will be responsible for helping build out Dashboards and Reports that will provide actionable insights for key stakeholders.  This person will work with the business to help scope out the Business Requirements and work with the Development team to provide guidance for technical requirements.  The Data Visualization Analyst will also train all new users and help roll out any new content to the various business users. The ideal candidate will have an understanding of Analytics with some experience in building reports, dashboards, and/or visualizations.  They will have a hunger for knowledge and professional growth.  The ideal candidate will have a passion for helping others understand data by storytelling with data through visualization. Duties/Responsibilities:Ensure all Dashboards and Visualizations provide actionable insights.Create Dashboards and Visualizations that bring data to life.Work with the business to create business focused scopeResponsible for training new Users gaining access to our Reporting Tool (Domo).Communicate/Train users on New Content or changes to existing Content in Domo.Assist in prioritization and allocation of Projects. Skills/Abilities and Education Requirements:1-3 years Data Visualization, Report Development, and/or Dashboard Development1-3 years creating business scopeOutstanding ability to think creatively, and identify and resolve problems.Strong ability to communicate and work effectively with a diverse range of people at all levels and functions of the organization.Performance driven professional with strong interpersonal leadership skills.Proven time management skills in deadline-driven work.SQL Skills an advantageExperience with Domo a plus.Bachelor's degree in a related field.Demonstrates a positive, can-do attitude.Demonstrates the Core Values of Delta Defense LLC.PM19",check company stance,Unknown
Data Scientist II,RealREPP,"Los Angeles, CA","RealREPP, a full service technology, logistics and commercial real estate recruiting firm is currently teaming with a well known multinational technology company in LA County to assist them in hiring for a Data Scientist II. This individual will be working to shape the way television is watched on a daily basis by consumers!The company values hard work equally as much having fun and works to improve and change the entire technology industry.This organization offers a competitive base salary ($80,000 - $110,000 DOE), excellent/comprehensive benefits package,industry leading PTO, and 401k with a match!!Responsibilities Analyze/interpret data compilations and provide new insights Create and find new ways of advancing business performances regarding television scheduling, etc Develop solutions to various company challenges Build models and utilize statistics, probability theories, etc Provide working knowledge and understanding of business reality  Work alongside various departments including finance, marketing, and programs Identify valuable data sources and discover trends  Ensure quality and accuracy of data collection  Requirements Master's degree or PhD in any related field such as Statistics, Mathematics, Software Engineering, etc At least 4 years' experience in quantitative research Prior experience programming, scripting, prototyping with SQL, Java, etc Skills in cloud computing (Redshift, EMR) and other big data tools Ability to perform well with open-ended situations  Good communication skills and ability to present well This organization is an equal opportunity employer and values diversity. They do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.If you are interested in hearing more about this exciting opportunity, please apply via our website at www.RealREPP.com",check company stance,Unknown
Data Analyst,Galaxy Solutions,"Somerset, NJ","What You Will Do* Apply functional knowledge and techniques necessary to draw out data and analytics business requirements completely and accurately from stakeholders.* Performs requirements planning, monitoring and requirements management.* Independently performs data analysis, data discovery and data profiling using industry standard querying tools to support business requirements development that are complete, clear, unambiguous, well written and appropriate to audience.* Maintain Data mapping documents, Bus Matrix and other Data Design artifacts that define business data requirements and transformation rules.* Act as liaison and advisor/consultant between the business and IT stakeholders.* Perform and aid functional testing* Structure and drive working and informational sessions that promote collaboration, synergy, and achieve desired outcomes.* Understand the scope of the project and helps resolve scope questions and issues related to own work.* Handle moderate level root cause analysis of business data issues and provides technical data guidance on issues* Help resolve scope questions and issuesSkills and Experience You Will NeedRequired:* 5-10 years of Data Analysis as an analyst* 5-10 years of experience in business requirements and/or data analysis supporting the Health Insurance industry.* 5-10 years of Experience working on data warehouse or reporting/analytic projects* 5-10 years of Experience in industry standard querying tool* 5-10 years of Experience working on Agile projects* Strong facilitation, requirements elicitation and data analysis skills* Understanding of current and emerging IT products, services, processes and methodologiesPrefer working knowledge of ETL process and familiarity with data integration tools and techniques* At least 5 years of experience with database concepts and SQL skills on Databases like oracle, SQL server* Connected with industry best practices* Health Insurance Knowledge* Business Acumen* Strong Communication skills (both verbal and non-verbal)* Detail OrientedProven ability to organize and manage multiple priorities in a timeline driven environment.* Presentation Skills* Focused on continuous improvements* Interpersonal and influencing skills* Team player* Establishes credibility* Effectively manages key stakeholders in a matrix environmentEducation* Bachelor's degree in Computer Science/IT or equivalent experience requiredWho We AreGalaxE.SolutionsCelebrating 30 years of excellence, GalaxE has pioneered the use of automation to achieve enterprise business transformation and mission-critical change for some of the largest companies in the world.We are always looking for passionate, entrepreneurial-minded innovators and disrupters; game-changers that take ownership in the work they produce and bring it each and every day. Working with like-minded team members you will get a chance to discover, develop and use cutting-edge technologies to transform the way we deliver creative business solutions.Sound like you? Join us, and find out for yourself what it means for you, and your career, to be part of the GalaxE team. Let's build something, together. #WeAreGalaxE, #CoolAutomationEqual Opportunity Employer/Veterans/Disabled",check company stance,Unknown
Data Scientist,Ovative Group,"Minneapolis, MN","Digital Marketing is a critical part of every consumer journey, but many companies only measure its impact on their digital outcomes. Our focus on enterprise-level optimization at Ovative Group can't be found anywhere else, and our clients are household names that span multiple industries, including retail, healthcare, education, CPG, and hospitality.The Ovative Group Data Scientist position is an opportunity to take your next career step at a fast-growing company that has the highest standards for talent, fun, and client success. The ideal candidate demonstrates great critical thinking, sophisticated understanding of the data science landscape, familiarity with the marketing ecosystem and phenomenal communication skills. They are excited to play a pivotal role in helping Ovative continue our journey towards measuring and optimizing against the true enterprise impact of marketing dollars, and ultimately unlocking powerful business results for our clients.Responsibilities of a Data Scientist* Design, develop and deploy predictive analytics solutions (60%)* Build machine learning components of our best-in-class measurement & attribution product, and partner with our Data Engineering group to move those components into production.* Work with internal business teams to create & enhance the technical foundation of product offerings across our entire organization* Execute & communicate client-specific analyses (40%)* Leverage & improve our in-market A/B testing methodology and share key results with internal & external stakeholders.* Drive ad hoc analytics work including hierarchical clustering, trend analysis and related tasks.Requirements* 2-5 years of data science/analytics experience with a clear history of technical project success* Demonstrated ability to understand client needs, identify solutions (and their potential impacts) and present recommendations to internal or external stakeholders.* Expertise in both supervised & unsupervised machine learning techniques, as well as the overall model development cycle* Capability to drive both technical and business aspects of a project, including requirements gathering and stakeholder communication* Fluent in R (tidyverse) or Python (Pandas/Numpy)* Foundational understanding of software development & engineering principles (git, Pull Requests, testing, etc)* Thorough understanding of statistics, including hypothesis testing, parametric & non-parametric distributions, etc* Preferred qualifications: Media Mix Modeling, Bayesian statistics, Stan programming, Prior focus on digital marketing analyticsBenefits of working at Ovative GroupWe provide strong, competitive, holistic benefits that understand the importance of your life inside and out of workCulture:Culture matters and we've been recognized as a Top Workplace three-years running because of it. We demand trust and transparency from each other. We believe in doing the hard and complicated work others put off. We're open in communication and floor plan. We're flat - our interns sit next to VPs, our analysts work closely with senior leaders, and our CEO interacts with every single person daily. Put together, these elements help foster an environment where smart people can support each other in performing to their highest potential.Compensation and insurance:We strive to hire and retain the best talent in the Twin Cities. Paying fair, competitive compensation, with a large bonus incentive, and phenomenal health insurance is an important part of this mix. We're rewarded fairly and when the company performs well, we all benefit.Tangible amenities we enjoy:* Flexible paid vacation policy* 401k match program* Free parking and on-site fitness center with locker rooms* Sabbatical program* Charitable giving via our time and a financial match program* Shenanigan's dayWorking at Ovative won't be easy, but if you like getting your hands dirty, driving results, and being surrounded by the best talent, it'll be the most rewarding job you'll ever have. If you think you can make us better, we want to hear from you!",check company stance,Unknown
Data Analyst #: 20-01659,"HireTalent Executive Search, Temporary Staffing, Recruiting & SOW","New York, NY","Job DescriptionJob Title: Data AnalystLocation: New York, NYJob Function And Key Duties & Responsibilities Provide support to IT Transformation Delivery Office by performing a variety of tasks related to collecting, interpreting, organizing and modelling key data sets impacting workforce transition in Microsoft Access and Microsoft Excel.  The role requires confidential treatment of Talent (HR) and Information Technology transition information.  Data sets from multiple systems and teams must be collected, organized and managed in a controlled manner to enable an accurate, single source tracking and modeling mechanism for all Transformation moves  REQUIRED SKILLS: Bachelor Degree Computer Science, Business Administration, Finance or Math preferred. Minimum of 3 years of related experience.  Proficient knowledge of MS Access and MS Excel Advanced Features (including pivot tables, vLookups and charts) Proficient in data and database modelling using MS Access Excellent analytical and troubleshooting skills Excellent communication skills Ability to work in highly confidential environment  PREFERRED SKILLS: Experience with Talent (HR) and financial data analytics Knowledge and understanding of human resources data, project planning data and technology application data. Experience developing, generating and reviewing reports associated with Talent (HR) data and project impact assessmentsIdeal candidate will have experience with headcount planning and translating conversations pertaining into strategies and initiatives into reportable data**",check company stance,Unknown
Data Analyst,Seer Interactive,"San Diego, CA","At Seer, we pride ourselves on innovation; standing out among the rest and enabling our clients to do the same. We strive to live into our motto of ‘Stop Guessing’ by leveraging big data to drive holistic digital marketing strategy. We get excited at the thought of bringing together millions of data points from disparate data sets, including qualitative data to drive empathy-fueled opportunities and insights. Big Data, automation, and problem solving at scale: it's what's for breakfast. Could this be love? Maybe.What about you? You’re a data-obsessed problem-solver. You pay attention to the details without losing sight of the big picture. You know how to think critically and turn business problems into data problems. You’re quick to pick up patterns and patient enough to identify long-term trends. You're detail-oriented, logical, and endlessly curious about how big data is used to inform digital marketing.Here are some highlights of what you'll be doing...You’ll be entrenched in the data; working across divisions to turn business problems into data problems through critical thinking and consulting skillsYou’ll help manage Seer’s data warehouse leveraging BigQuery and SQL expertise to optimize queries and drive other cost-saving opportunitiesYou’ll work within our data warehouse, using BigQuery and pulling business insights out of dataYou’ll create dashboards in Data Studio & Power BI to display data for greater cross-divisional analysis and crafting strategyYou’ll complete cross-divisional training, gaining a strong foundation of PPC, SEO, Analytics, and how they all work togetherYou'll contribute to the Seer blog, industry forums, and grow your thought leadership skills from the ground upThe skills you'll bring to the table...You're an innovator. You're excited to work with Big Data and use your experience in SQL to problem solve and answer business questionsYou've worked with data visualization tools, specifically Power BI and/or Data StudioYou have relevant internship experience or hands-on project experience working with dataYou take initiative and can self-direct in the absence of detailed guidelinesYou’re comfortable managing deadlines for multiple deliverables and thrive in a fast-paced, open environmentYou have a strong sense of self, which means you’re able to say no, deliver feedback, have the confidence to provide input, etc.Bonus Points...You have experience leveraging Python and APIs to access new data sources not available in the data warehouseYou can interpret API instructions and build MVPs to transfer data from an API into a database or flat file.You have an understanding of digital marketing data, specifically SEO and PPC. Perhaps you’ve even worked in a marketing agency!? We should definitely chat!!Sometimes the best opportunities are hidden by self-doubt. We disqualify ourselves before we have the opportunity to be considered. Regardless of where you came from, how you identify, or the path that led you here-- you are welcome. If you read this job description with a belly full of excitement, we’re just as excited about you. You’ve gotta apply though :)",check company stance,Unknown
Data Analyst II (Healthcare Analytics),Centene Corporation,"St Louis, MO","ProfessionalPosition Purpose Interpret and analyze data from multiple sources including claims, provider, member, and encounters data. Identify and assess the business impact of trends Develop, execute, maintain, and troubleshoot complex scripts and reports developed using SQL, Microsoft Excel, or other analytics tools Support execution of large-scale projects with limited direction from leadership Identify and perform root-cause analysis of data irregularities and present findings and proposed solutions to leadership and/or customers Manage multiple, variable tasks and data review processes with limited supervision within targeted timelines and thrive in a demanding, quickly changing environment Support the design, testing, and implementation of process enhancements and identify opportunities for automation Apply expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how customers interact with analytic products Support multiple functions and levels of the organization and effectively, both verbally and visually, communicate findings and insights to non-technical business partners Independently engage with customers and business partners to gather requirements and validate results Communicate and present data-driven insights and recommendations to both internal and external stakeholders, soliciting and incorporating feedback when requiredThe Data Analyst (Healthcare Analytics) will have the opportunity to make a significant impact through the discovery, development, and implementation of leading-edge analytics that answer important business questions. The analyst will collaborate with key corporate and health plan business partners for the purpose of identifying and delivering robust reporting and analytics capabilities to drive improved business performance.Education/ExperienceBachelor’s degree in business, economics, statistics, mathematics, actuarial science, public health, health informatics, healthcare administration, finance or related field or equivalent experience. 2+ years of experience working with large databases, data verification, and data management, or 1+ years IT experience. Healthcare analytics experience preferred. Knowledge of query development of basic to moderate complexity using SQL or other coding languages. Knowledge of basic statistical, analytical, or data mining techniques including basic data modeling, trend analysis, and root-cause analysis preferred. Working knowledge of analytical tools, including R, Python, SAS, ArcGIS, QGIS, Microstrategy, Tableau, Hadoop, or related tools preferred. Working knowledge of relational databases preferred. Working knowledge of automation capabilities such as batch processes, stored procedures, scripting languages, Microstrategy, or other tools preferred.Fraud, Waste & AbuseExperience in fraud/waste/abuse identification and investigation, provider billing, or clinical coding preferred; Experience with data mining, machine learning, artificial intelligence, or statistical modeling preferredCentene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law.",check company stance,Unknown
"AI/ML - Machine Learning Engineer, Advanced Development",Apple,"Cupertino, CA","SummaryThe Siri Advanced Development Group (ADG) is looking for an exceptional machine learning scientist who is passionate about incubating and deploying innovative technologies and features to millions of Apple users. As the research and development arm of Siri, ADG's charter is to prototype next generation experiences and capabilities by tightly coupling state-of-the-art core technologies, and even new hardware, to the user interface. We are an elite team looking for ambitious, strongly technical and creative thinkers, but also team players. Because of the nature of the work, you should be comfortable with uncertainty, taking calculated risks and failing fast.Key Qualifications3+ years applying machine learning methods to products, features and/or services using libraries such as GraphLab Create, scikit-learn, scipy, R, NetworkX, Spacy, and NLTK.2+ years applying deep learning methods using frameworks such as TensorFlow, mxnet, Torch, Caffe, and Kaldi.Strong background in at least one area of machine learning, such as deep learning, ASR, NLP, robotics, computer vision, gesture recognition, multimodal fusion, etc. Publications in research communities such as NIPS, ACL, ICML, CVPR, etc.Excellent algorithm and data structure skills (time and space complexity analysis, optimization, etc). Expertise in Python with some experience in C/C++ development. Demonstrated ability to quickly learn and modify large, existing code bases.Skill in efficiently implementing algorithms published in technical papers and/or developing new algorithms.Enthusiasm for continuing to learn state-of-the-art techniques in machine learning. Excellent interpersonal and collaboration skills.DescriptionIf hired, you will work with a passionate, product-focused team to ideate, rapidly prototype, and ship next-generation Siri experiences. To succeed, you must be a proactive and determined problem solver with proven ability to work across multiple code bases, teams and organizations. You must enjoy crafting compelling experiences, writing elegant code and applying innovative new technologies in the service of human-centered design.This position offers the right person a chance to play an important role in the next revolution in machine learning and human-computer interaction. You will contribute to a product that is redefining computing. You will be part of a team that’s creating groundbreaking conversational assistant technologies for both large scale systems and new client devices. You will work with the people who created the intelligent assistant that already helps millions of people get things done. You will be working in the Siri Advanced Development Group, at Apple.Education & ExperienceM.S. or Ph.D. in Computer Science, Electrical Engineering, Statistics, Physics or related fields.",check company stance,Yes
Machine Learning,LIBSYS Ltd.,"Mahwah, NJ","The client is looking for Azure, GCP, Predictive analysis, R and Python go along with ML. Source date is in GCP-Big Query Traget platform is Onprem Linux Data gets extracted using datastage using FTP The predictive modeling is done using R, Python and Linux scripting Skill mapping Primary SkillsPython, R, SQL, Datastage, Linux scripting, API knowledge, SSIS Platform KnowledgeGCP Big Query Supporting skillsAzure platform knowledge and Partykit",check company stance,Unknown
